These number are for: the basic classifier
Auditory: 0.06666666666666667 +/-0.21081851067789192
Gustatory: 0.0 +/-0.0
Interoceptive: 0.0 +/-0.0
None: 0.626961371961372 +/-0.2895110801156364
Olfactory: 0.0 +/-0.0
Tactile: 0.0 +/-0.0
Visual: 0.9249587227578248 +/-0.031076055515823445
StimulusModality: 0.8234312393765624 +/-0.060253130022957645

3DObjects: 0.0 +/-0.0
Accupuncture: 0.0 +/-0.0
AsianCharacters: 0.0 +/-0.0
BrailleDots: 0.0 +/-0.0
BreathableGas: 0.0 +/-0.0
ChordSequences: 0.0 +/-0.0
Clicks: 0.0 +/-0.0
Digits: 0.1 +/-0.31622776601683794
ElectricalStimulation: 0.0 +/-0.0
Faces: 0.6197619047619047 +/-0.26428464178246563
FalseFonts: 0.0 +/-0.0
FilmClip: 0.0 +/-0.0
FixationPoint: 0.1 +/-0.22498285257018433
FlashingCheckerboard: 0.0 +/-0.0
Food: 0.0 +/-0.0
Fractals: 0.0 +/-0.0
Heat: 0.0 +/-0.0
InfraredLaser: 0.0 +/-0.0
Infusion: 0.0 +/-0.0
Music: 0.0 +/-0.0
Noise: 0.0 +/-0.0
None: 0.5985320235320234 +/-0.21368876072522747
NonverbalVocalSounds: 0.0 +/-0.0
NonvocalSounds: 0.0 +/-0.0
Objects: 0.0 +/-0.0
Odor: 0.0 +/-0.0
Pain: 0.0 +/-0.0
Pictures: 0.075 +/-0.23717082451262847
Point: 0.0 +/-0.0
PointsofLight: 0.0 +/-0.0
Pseudowords: 0.0 +/-0.0
RandomDots: 0.0 +/-0.0
ReversedSpeech: 0.0 +/-0.0
Shapes: 0.2833333333333333 +/-0.30479703831878224
Syllables: 0.0 +/-0.0
Symbols: 0.0 +/-0.0
TactileStimulation: 0.0 +/-0.0
TMS: 0.0 +/-0.0
Tones: 0.0 +/-0.0
VibratoryStimulation: 0.0 +/-0.0
Words: 0.5070259164620219 +/-0.12019671332764768
StimulusType: 0.45476098534464526 +/-0.07361935518066831

Facial: 0.0 +/-0.0
Foot: 0.0 +/-0.0
Hand: 0.8907037944505385 +/-0.05019290963451091
None: 0.6133474655146481 +/-0.09498716269891797
Ocular: 0.0 +/-0.0
ResponseModality: 0.7796368778223715 +/-0.05346256220106515

ButtonPress: 0.8550353716935121 +/-0.06803213891777375
FingerTapping: 0.0 +/-0.0
Flexion: 0.0 +/-0.0
Grasp: 0.0 +/-0.0
manipulate: 0.0 +/-0.0
None: 0.6124690517010803 +/-0.09378068051804461
Saccades: 0.0 +/-0.0
Speech: 0.06666666666666667 +/-0.21081851067789192
ResponseType: 0.7129809366337712 +/-0.06685778778799024

Attend: 0.31857142857142856 +/-0.24319874305147857
Count: 0.0 +/-0.0
Detect: 0.0 +/-0.0
Discriminate: 0.6241698060678885 +/-0.1249649231651942
Encode: 0.0 +/-0.0
Fixate: 0.06666666666666667 +/-0.2108185106778919
Generate: 0.2 +/-0.35832256659104667
Imagine: 0.0 +/-0.0
Move: 0.16666666666666666 +/-0.36004114991154773
Name: 0.0 +/-0.0
None: 0.0 +/-0.0
Passive: 0.5850810300810301 +/-0.2814579949481039
Read: 0.0 +/-0.0
Recall: 0.7475251219368867 +/-0.1384752172974915
Repeat: 0.0 +/-0.0
Sing: 0.0 +/-0.0
Smile: 0.0 +/-0.0
Track: 0.0 +/-0.0
Instructions: 0.5364896263073464 +/-0.06216589024111526

These number are for: the unaided tree I SM ST RM RT
Auditory: 0.0 +/-0.0
Gustatory: 0.0 +/-0.0
Interoceptive: 0.0 +/-0.0
None: 0.6096395271395272 +/-0.16495921322001056
Olfactory: 0.0 +/-0.0
Tactile: 0.0 +/-0.0
Visual: 0.9284442006991842 +/-0.041476090075965144
StimulusModality: 0.8244538627617573 +/-0.058085028693605524

3DObjects: 0.0 +/-0.0
Accupuncture: 0.0 +/-0.0
AsianCharacters: 0.0 +/-0.0
BrailleDots: 0.0 +/-0.0
BreathableGas: 0.0 +/-0.0
ChordSequences: 0.0 +/-0.0
Clicks: 0.0 +/-0.0
Digits: 0.13999999999999999 +/-0.3272783388968954
ElectricalStimulation: 0.0 +/-0.0
Faces: 0.546926406926407 +/-0.1762476315226397
FalseFonts: 0.0 +/-0.0
FilmClip: 0.0 +/-0.0
FixationPoint: 0.0 +/-0.0
FlashingCheckerboard: 0.0 +/-0.0
Food: 0.0 +/-0.0
Fractals: 0.0 +/-0.0
Heat: 0.0 +/-0.0
InfraredLaser: 0.0 +/-0.0
Infusion: 0.0 +/-0.0
Music: 0.0 +/-0.0
Noise: 0.0 +/-0.0
None: 0.5963061938061938 +/-0.15280382684005564
NonverbalVocalSounds: 0.0 +/-0.0
NonvocalSounds: 0.0 +/-0.0
Objects: 0.0 +/-0.0
Odor: 0.0 +/-0.0
Pain: 0.0 +/-0.0
Pictures: 0.25333333333333335 +/-0.2923721626309206
Point: 0.0 +/-0.0
PointsofLight: 0.0 +/-0.0
Pseudowords: 0.0 +/-0.0
RandomDots: 0.0 +/-0.0
ReversedSpeech: 0.0 +/-0.0
Shapes: 0.05833333333333333 +/-0.12453617650811054
Syllables: 0.0 +/-0.0
Symbols: 0.0 +/-0.0
TactileStimulation: 0.0 +/-0.0
TMS: 0.0 +/-0.0
Tones: 0.0 +/-0.0
VibratoryStimulation: 0.0 +/-0.0
Words: 0.468168710008527 +/-0.171354526202481
StimulusType: 0.4117890648911195 +/-0.08156221345683273

Facial: 0.0 +/-0.0
Foot: 0.0 +/-0.0
Hand: 0.8864719644181658 +/-0.05652568533959347
None: 0.4982103977893451 +/-0.15758219467568882
Ocular: 0.0 +/-0.0
ResponseModality: 0.7608221900339688 +/-0.06343891740468795

ButtonPress: 0.8462134061841613 +/-0.06556690828032181
FingerTapping: 0.0 +/-0.0
Flexion: 0.0 +/-0.0
Grasp: 0.0 +/-0.0
manipulate: 0.0 +/-0.0
None: 0.5048770644560118 +/-0.16365997259585388
Saccades: 0.0 +/-0.0
Speech: 0.0 +/-0.0
ResponseType: 0.6968508381574257 +/-0.05833639380465724

Attend: 0.19 +/-0.2591772357020825
Count: 0.0 +/-0.0
Detect: 0.0 +/-0.0
Discriminate: 0.6246642515846149 +/-0.0941341492182541
Encode: 0.0 +/-0.0
Fixate: 0.0 +/-0.0
Generate: 0.13999999999999999 +/-0.32727833889689534
Imagine: 0.0 +/-0.0
Move: 0.13333333333333333 +/-0.2810913475705226
Name: 0.0 +/-0.0
None: 0.0 +/-0.0
Passive: 0.5885606060606061 +/-0.13515572855838084
Read: 0.0 +/-0.0
Recall: 0.7345934784170078 +/-0.07079736088640003
Repeat: 0.0 +/-0.0
Sing: 0.0 +/-0.0
Smile: 0.0 +/-0.0
